time,tug_x,tug_y,tug_yaw,ac_x,ac_y,ac_yaw
5.72,-7.8667,0.0,0.0,-8.4667,-2.5,0.0
5.76,-7.9267,0.0,0.0,-8.5267,-2.5,0.0
5.8,-7.9867,0.0,0.0,-8.5867,-2.5,0.0
5.84,-8.0467,0.0,0.0,-8.6467,-2.5,0.0
5.88,-8.1067,0.0,0.0,-8.7067,-2.5,0.0
5.92,-8.1667,0.0,0.0,-8.7667,-2.5,0.0
5.96,-8.2267,0.0,0.0,-8.8267,-2.5,0.0
6.0,-8.2867,0.0,0.0,-8.8867,-2.5,0.0
6.04,-8.3467,0.0,0.0,-8.9467,-2.5,0.0
6.08,-8.4067,0.0,0.0,-9.0067,-2.5,0.0
6.12,-8.4667,0.0,0.0,-9.0667,-2.5,0.0
6.16,-8.5267,0.0,0.0,-9.1267,-2.5,0.0
6.2,-8.5867,0.0,0.0,-9.1867,-2.5,0.0
6.24,-8.6467,0.0,0.0,-9.2467,-2.5,0.0
6.28,-8.7067,0.0,0.0,-9.3067,-2.5,0.0
6.32,-8.7667,0.0,0.0,-9.3667,-2.5,0.0
6.36,-8.8267,0.0,0.0,-9.4267,-2.5,0.0
6.4,-8.8867,0.0,0.0,-9.4867,-2.5,0.0
6.44,-8.9467,0.0,0.0,-9.5467,-2.5,0.0
6.48,-9.0067,0.0,0.0,-9.6067,-2.5,0.0
6.52,-9.0667,0.0,0.0,-9.6667,-2.5,0.0
6.56,-9.1267,0.0,0.0,-9.7267,-2.5,0.0
6.6,-9.1867,0.0,0.0,-9.7867,-2.5,0.0
6.64,-9.2467,0.0,0.0,-9.8467,-2.5,0.0
6.68,-9.3067,0.0,0.0,-9.9067,-2.5,0.0
6.72,-9.3667,0.0,0.0,-9.9667,-2.5,0.0
6.76,-9.4267,0.0,0.0,-10.0267,-2.5,0.0
6.8,-9.4867,0.0,0.0,-10.0867,-2.5,0.0
6.84,-9.5467,0.0,0.0,-10.1467,-2.5,0.0
6.88,-9.6067,0.0,0.0,-10.2067,-2.5,0.0
6.92,-9.6667,0.0,0.0,-10.2667,-2.5,0.0
6.96,-9.7267,0.0,0.0,-10.3267,-2.5,0.0
7.0,-9.7867,0.0,0.0,-10.3867,-2.5,0.0
7.04,-9.8467,0.0,0.0,-10.4467,-2.5,0.0
7.08,-9.9067,0.0,0.0,-10.5067,-2.5,0.0
7.12,-9.9667,0.0,0.0,-10.5667,-2.5,0.0
7.16,-10.0267,0.0,0.0,-10.6267,-2.5,0.0
7.2,-10.0867,0.0,0.0,-10.6867,-2.5,0.0
7.24,-10.1467,0.0,0.0,-10.7467,-2.5,0.0
7.28,-10.2067,0.0,0.0,-10.8067,-2.5,0.0
7.32,-10.2667,0.0,0.0,-10.8667,-2.5,0.0
7.36,-10.3267,0.0,0.0,-10.9267,-2.5,0.0
7.4,-10.3867,0.0,0.0,-10.9867,-2.5,0.0
7.44,-10.4467,0.0,0.0,-11.0467,-2.5,0.0
7.48,-10.5067,0.0,0.0,-11.1067,-2.5,0.0
7.52,-10.5667,0.0,0.0,-11.1667,-2.5,0.0
7.56,-10.6267,0.0,0.0,-11.2267,-2.5,0.0
7.6,-10.6867,0.0,0.0,-11.2867,-2.5,0.0
7.64,-10.7467,0.0,0.0,-11.3467,-2.5,0.0
7.68,-10.8067,0.0,0.0,-11.4067,-2.5,0.0
7.72,-10.8667,0.0,0.0,-11.4667,-2.5,0.0
7.76,-10.9267,0.0,0.0,-11.5267,-2.5,0.0
7.8,-10.9867,0.0,0.0,-11.5867,-2.5,0.0
7.84,-11.0467,0.0,0.0,-11.6467,-2.5,0.0
7.88,-11.1067,0.0,0.0,-11.7067,-2.5,0.0
7.92,-11.1667,0.0,0.0,-11.7667,-2.5,0.0
7.96,-11.2267,0.0,0.0,-11.8267,-2.5,0.0
8.0,-11.2867,0.0,0.0,-11.8867,-2.5,0.0
8.04,-11.3467,0.0,0.0,-11.9467,-2.5,0.0
8.08,-11.4067,0.0,0.0,-12.0067,-2.5,0.0
8.12,-11.4667,0.0,0.0,-12.0667,-2.5,0.0
8.16,-11.5267,0.0,0.0,-12.1267,-2.5,0.0
8.2,-11.5867,0.0,0.0,-12.1867,-2.5,0.0
8.24,-11.6467,0.0,0.0,-12.2467,-2.5,0.0
8.28,-11.7067,0.0,0.0,-12.3067,-2.5,0.0
8.32,-11.7667,0.0,0.0,-12.3667,-2.5,0.0
8.36,-11.8267,0.0,0.0,-12.4267,-2.5,0.0
8.4,-11.8867,0.0,0.0,-12.4867,-2.5,0.0
8.44,-11.9467,0.0,0.0,-12.5467,-2.5,0.0
8.48,-12.0067,0.0,0.0,-12.6067,-2.5,0.0
8.52,-12.0667,0.0,0.0,-12.6667,-2.5,0.0
8.56,-12.1267,0.0,0.0,-12.7267,-2.5,0.0
8.6,-12.1867,0.0,0.0,-12.7867,-2.5,0.0
8.64,-12.2467,0.0,0.0,-12.8467,-2.5,0.0
8.68,-12.3067,0.0,0.0,-12.9067,-2.5,0.0
8.72,-12.3667,0.0,0.0,-12.9667,-2.5,0.0
8.76,-12.4267,0.0,0.0,-13.0267,-2.5,0.0
8.8,-12.4867,0.0,0.0,-13.0867,-2.5,0.0
8.84,-12.5467,0.0,0.0,-13.1467,-2.5,0.0
8.88,-12.6067,0.0,0.0,-13.2067,-2.5,0.0
8.92,-12.6667,0.0,0.0,-13.2667,-2.5,0.0
8.96,-12.7267,0.0,0.0,-13.3267,-2.5,0.0
9.0,-12.7867,0.0,0.0,-13.3867,-2.5,0.0
9.04,-12.8467,0.0,0.0,-13.4467,-2.5,0.0
9.08,-12.9067,0.0,0.0,-13.5067,-2.5,0.0
9.12,-12.9667,0.0,0.0,-13.5667,-2.5,0.0
9.16,-13.0267,0.0,0.0,-13.6267,-2.5,0.0
9.2,-13.0867,0.0,0.0,-13.6867,-2.5,0.0
9.24,-13.1467,0.0,0.0,-13.7467,-2.5,0.0
9.28,-13.2067,0.0,0.0,-13.8067,-2.5,0.0
9.32,-13.2667,0.0,0.0,-13.8667,-2.5,0.0
9.36,-13.3267,0.0,0.0,-13.9267,-2.5,0.0
9.4,-13.3867,0.0,0.0,-13.9867,-2.5,0.0
9.44,-13.4467,0.0,0.0,-14.0467,-2.5,0.0
9.48,-13.5067,0.0,0.0,-14.1067,-2.5,0.0
9.52,-13.5667,0.0,0.0,-14.1667,-2.5,0.0
9.56,-13.6267,0.0,0.0,-14.2267,-2.5,0.0
9.6,-13.6867,0.0,0.0,-14.2867,-2.5,0.0
9.64,-13.7467,0.0,0.0,-14.3467,-2.5,0.0
9.68,-13.8067,0.0,0.0,-14.4067,-2.5,0.0
9.72,-13.8667,0.0,0.0,-14.4667,-2.5,0.0
9.76,-13.9267,0.0,0.0,-14.5267,-2.5,0.0
9.8,-13.9867,0.0,0.0,-14.5867,-2.5,0.0
9.84,-14.0467,0.0,0.0,-14.6467,-2.5,0.0
9.88,-14.1067,0.0,0.0,-14.7067,-2.5,0.0
9.92,-14.1667,0.0,0.0,-14.7667,-2.5,0.0
9.96,-14.2267,0.0,0.0,-14.8267,-2.5,0.0
10.0,-14.2867,0.0,0.0,-14.8867,-2.5,0.0
10.04,-14.3467,0.0,0.0,-14.9467,-2.5,0.0
10.08,-14.4067,0.0,0.0,-15.0067,-2.5,0.0
10.12,-14.4667,0.0,0.0,-15.0667,-2.5,0.0
10.16,-14.5267,0.0,0.0,-15.1267,-2.5,0.0
10.2,-14.5867,0.0,0.0,-15.1867,-2.5,0.0
10.24,-14.6467,0.0,0.0,-15.2467,-2.5,0.0
10.28,-14.7067,0.0,0.0,-15.3067,-2.5,0.0
10.32,-14.7667,0.0,0.0,-15.3667,-2.5,0.0
10.36,-14.8267,0.0,0.0,-15.4267,-2.5,0.0
10.4,-14.8867,0.0,0.0,-15.4867,-2.5,0.0
10.44,-14.9467,0.0,0.0,-15.5467,-2.5,0.0
10.48,-15.0067,0.0,0.0,-15.6067,-2.5,0.0
10.52,-15.0667,0.0,0.0,-15.6667,-2.5,0.0
10.56,-15.1267,0.0,0.0,-15.7267,-2.5,0.0
10.6,-15.1867,0.0,0.0,-15.7867,-2.5,0.0
10.64,-15.2467,0.0,0.0,-15.8467,-2.5,0.0
10.68,-15.3067,0.0,0.0,-15.9067,-2.5,0.0
10.72,-15.3667,0.0,0.0,-15.9667,-2.5,0.0
10.76,-15.4267,0.0,0.0,-16.0267,-2.5,0.0
10.8,-15.4867,0.0,0.0,-16.0867,-2.5,0.0
10.84,-15.5467,0.0,0.0,-16.1467,-2.5,0.0
10.88,-15.6067,0.0,0.0,-16.2067,-2.5,0.0
10.92,-15.6667,0.0,0.0,-16.2667,-2.5,0.0
10.96,-15.7267,0.0,0.0,-16.3267,-2.5,0.0
11.0,-15.7867,0.0,0.0,-16.3867,-2.5,0.0
11.04,-15.8467,0.0,0.0,-16.4467,-2.5,0.0
11.08,-15.9067,0.0,0.0,-16.5067,-2.5,0.0
11.12,-15.9667,0.0,0.0,-16.5667,-2.5,0.0
11.16,-16.0267,0.0,0.0,-16.6267,-2.5,0.0
11.2,-16.0867,0.0,0.0,-16.6867,-2.5,0.0
11.24,-16.1467,0.0,0.0,-16.7467,-2.5,0.0
11.28,-16.2067,0.0,0.0,-16.8067,-2.5,0.0
11.32,-16.2667,0.0,0.0,-16.8667,-2.5,0.0
11.36,-16.3267,0.0,0.0,-16.9267,-2.5,0.0
11.4,-16.3867,0.0,0.0,-16.9867,-2.5,0.0
11.44,-16.4467,0.0,0.0,-17.0467,-2.5,0.0
11.48,-16.5067,0.0,0.0,-17.1067,-2.5,0.0
11.52,-16.5667,0.0,0.0,-17.1667,-2.5,0.0
11.56,-16.6267,0.0,0.0,-17.2267,-2.5,0.0
11.6,-16.6867,0.0,0.0,-17.2867,-2.5,0.0
11.64,-16.7467,0.0,0.0,-17.3467,-2.5,0.0
11.68,-16.8067,0.0,0.0,-17.4067,-2.5,0.0
11.72,-16.8667,0.0,0.0,-17.4667,-2.5,0.0
11.76,-16.9267,0.0,0.0,-17.5267,-2.5,0.0
11.8,-16.9867,0.0,0.0,-17.5867,-2.5,0.0
11.84,-17.0467,0.0,0.0,-17.6467,-2.5,0.0
11.88,-17.1067,0.0,0.0,-17.7067,-2.5,0.0
11.92,-17.1667,0.0,0.0,-17.7667,-2.5,0.0
11.96,-17.2267,0.0,0.0,-17.8267,-2.5,0.0
12.0,-17.2867,0.0,0.0,-17.8867,-2.5,0.0
12.04,-17.3467,0.0,0.0,-17.9467,-2.5,0.0
12.08,-17.4067,0.0,0.0,-18.0067,-2.5,0.0
12.12,-17.4667,0.0,0.0,-18.0667,-2.5,0.0
12.16,-17.5267,0.0,0.0,-18.1267,-2.5,0.0
12.2,-17.5867,0.0,0.0,-18.1867,-2.5,0.0
12.24,-17.6467,0.0,0.0,-18.2467,-2.5,0.0
12.28,-17.7067,0.0,0.0,-18.3067,-2.5,0.0
12.32,-17.7667,0.0,0.0,-18.3667,-2.5,0.0
12.36,-17.8267,0.0,0.0,-18.4267,-2.5,0.0
12.4,-17.8867,0.0,0.0,-18.4867,-2.5,0.0
12.44,-17.9467,0.0,0.0,-18.5467,-2.5,0.0
12.48,-18.0067,0.0,0.0,-18.6067,-2.5,0.0
12.52,-18.0667,0.0,0.0,-18.6667,-2.5,0.0
12.56,-18.1267,0.0,0.0,-18.7267,-2.5,0.0
12.6,-18.1867,0.0,0.0,-18.7867,-2.5,0.0
12.64,-18.2467,0.0,0.0,-18.8467,-2.5,0.0
12.68,-18.3067,0.0,0.0,-18.9067,-2.5,0.0
12.72,-18.3667,0.0,0.0,-18.9667,-2.5,0.0
12.76,-18.4267,0.0,0.0,-19.0267,-2.5,0.0
12.8,-18.4867,0.0,0.0,-19.0867,-2.5,0.0
12.84,-18.5467,0.0,0.0,-19.1467,-2.5,0.0
12.88,-18.6067,0.0,0.0,-19.2067,-2.5,0.0
12.92,-18.6667,0.0,0.0,-19.2667,-2.5,0.0
12.96,-18.7267,0.0,0.0,-19.3267,-2.5,0.0
13.0,-18.7867,0.0,0.0,-19.3867,-2.5,0.0
13.04,-18.8467,0.0,0.0,-19.4467,-2.5,0.0
13.08,-18.9067,0.0,0.0,-19.5067,-2.5,0.0
13.12,-18.9667,0.0,0.0,-19.5667,-2.5,0.0
13.16,-19.0267,0.0,0.0,-19.6267,-2.5,0.0
13.2,-19.0867,0.0,0.0,-19.6867,-2.5,0.0
13.24,-19.1467,0.0,0.0,-19.7467,-2.5,0.0
13.28,-19.2067,0.0,0.0,-19.8067,-2.5,0.0
13.32,-19.2667,0.0,0.0,-19.8667,-2.5,0.0
13.36,-19.3267,0.0,0.0,-19.9267,-2.5,0.0
13.4,-19.3867,0.0,0.0,-19.9867,-2.5,0.0
13.44,-19.4467,0.0,0.0,-20.0467,-2.5,0.0
13.48,-19.5067,0.0,0.0,-20.1067,-2.5,0.0
13.52,-19.5667,0.0,0.0,-20.1667,-2.5,0.0
13.56,-19.6267,0.0,0.0,-20.2267,-2.5,0.0
13.6,-19.6867,0.0,0.0,-20.2867,-2.5,0.0
13.64,-19.7467,0.0,0.0,-20.3467,-2.5,0.0
13.68,-19.8067,0.0,0.0,-20.4067,-2.5,0.0
13.72,-19.8667,0.0,0.0,-20.4667,-2.5,0.0
13.76,-19.9267,0.0,0.0,-20.5267,-2.5,0.0
13.8,-19.9867,0.0,0.0,-20.5867,-2.5,0.0
13.84,-20.0467,0.0,0.0,-20.6467,-2.5,0.0
13.88,-20.1067,0.0,0.0,-20.7067,-2.5,0.0
13.92,-20.1667,0.0,0.0,-20.7667,-2.5,0.0
13.96,-20.2267,0.0,0.0,-20.8267,-2.5,0.0
14.0,-20.2867,0.0,0.0,-20.8867,-2.5,0.0
14.04,-20.3467,0.0,0.0,-20.9467,-2.5,0.0
14.08,-20.4067,0.0,0.0,-21.0067,-2.5,0.0
14.12,-20.4667,0.0,0.0,-21.0667,-2.5,0.0
14.16,-20.5267,0.0,0.0,-21.1267,-2.5,0.0
14.2,-20.5867,0.0,0.0,-21.1867,-2.5,0.0
14.24,-20.6467,0.0,0.0,-21.2467,-2.5,0.0
14.28,-20.7067,0.0,0.0,-21.3067,-2.5,0.0
14.32,-20.7667,0.0,0.0,-21.3667,-2.5,0.0
14.36,-20.8267,0.0,0.0,-21.4267,-2.5,0.0
14.4,-20.8867,0.0,0.0,-21.4867,-2.5,0.0
14.44,-20.9467,0.0,0.0,-21.5467,-2.5,0.0
14.48,-21.0067,0.0,0.0,-21.6067,-2.5,0.0
14.52,-21.0667,0.0,0.0,-21.6667,-2.5,0.0
14.56,-21.1267,0.0,0.0,-21.7267,-2.5,0.0
14.6,-21.1867,0.0,0.0,-21.7867,-2.5,0.0
14.64,-21.2467,0.0,0.0,-21.8467,-2.5,0.0
14.68,-21.3067,0.0,0.0,-21.9067,-2.5,0.0
14.72,-21.3667,0.0,0.0,-21.9667,-2.5,0.0
14.76,-21.4267,0.0,0.0,-22.0267,-2.5,0.0
14.8,-21.4867,0.0,0.0,-22.0867,-2.5,0.0
14.84,-21.5467,0.0,0.0,-22.1467,-2.5,0.0
14.88,-21.6067,0.0,0.0,-22.2067,-2.5,0.0
14.92,-21.6667,0.0,0.0,-22.2667,-2.5,0.0
14.96,-21.7267,0.0,0.0,-22.3267,-2.5,0.0
15.0,-21.7867,0.0,0.0,-22.3867,-2.5,0.0
15.04,-21.8467,0.0,0.0,-22.4467,-2.5,0.0
15.08,-21.9067,0.0,0.0,-22.5067,-2.5,0.0
15.12,-21.9667,0.0,0.0,-22.5667,-2.5,0.0
15.16,-22.0267,0.0,0.0,-22.6267,-2.5,0.0
15.2,-22.0867,0.0,0.0,-22.6867,-2.5,0.0
15.24,-22.1467,0.0,0.0,-22.7467,-2.5,0.0
15.28,-22.2067,0.0,0.0,-22.8067,-2.5,0.0
15.32,-22.2667,0.0,0.0,-22.8667,-2.5,0.0
15.36,-22.3267,0.0,0.0,-22.9267,-2.5,0.0
15.4,-22.3867,0.0,0.0,-22.9867,-2.5,0.0
15.44,-22.4467,0.0,0.0,-23.0467,-2.5,0.0
15.48,-22.5067,0.0,0.0,-23.1067,-2.5,0.0
15.52,-22.5667,0.0,0.0,-23.1667,-2.5,0.0
15.56,-22.6267,0.0,0.0,-23.2267,-2.5,0.0
15.6,-22.6867,0.0,0.0,-23.2867,-2.5,0.0
15.64,-22.7467,0.0,0.0,-23.3467,-2.5,0.0
15.68,-22.8067,0.0,0.0,-23.4067,-2.5,0.0
15.72,-22.8667,0.0,0.0,-23.4667,-2.5,0.0
15.76,-22.9267,0.0,0.0,-23.5267,-2.5,0.0
15.8,-22.9867,0.0,0.0,-23.5867,-2.5,0.0
15.84,-23.0467,0.0,0.0,-23.6467,-2.5,0.0
15.88,-23.1067,0.0,0.0,-23.7067,-2.5,0.0
15.92,-23.1667,0.0,0.0,-23.7667,-2.5,0.0
15.96,-23.2267,0.0,0.0,-23.8267,-2.5,0.0
16.0,-23.2867,0.0,0.0,-23.8867,-2.5,0.0
16.04,-23.3467,0.0,0.0,-23.9467,-2.5,0.0
16.08,-23.4067,0.0,0.0,-24.0067,-2.5,0.0
16.12,-23.4667,0.0,0.0,-24.0667,-2.5,0.0
16.16,-23.5267,0.0,0.0,-24.1267,-2.5,0.0
16.2,-23.5867,0.0,0.0,-24.1867,-2.5,0.0
16.24,-23.6467,0.0,0.0,-24.2467,-2.5,0.0
16.28,-23.7067,0.0,0.0,-24.3067,-2.5,0.0
16.32,-23.7667,0.0,0.0,-24.3667,-2.5,0.0
16.36,-23.8267,0.0,0.0,-24.4267,-2.5,0.0
16.4,-23.8867,0.0,0.0,-24.4867,-2.5,0.0
16.44,-23.9467,0.0,0.0,-24.5467,-2.5,0.0
16.48,-24.0067,0.0,0.0,-24.6067,-2.5,0.0
16.52,-24.0667,0.0,0.0,-24.6667,-2.5,0.0
16.56,-24.1267,0.0,0.0,-24.7267,-2.5,0.0
16.6,-24.1867,0.0,0.0,-24.7867,-2.5,0.0
16.64,-24.2467,0.0,0.0,-24.8467,-2.5,0.0
16.68,-24.3067,0.0,0.0,-24.9067,-2.5,0.0
16.72,-24.3667,0.0,0.0,-24.9667,-2.5,0.0
16.76,-24.4267,0.0,0.0,-25.0267,-2.5,0.0
16.8,-24.4867,0.0,0.0,-25.0867,-2.5,0.0
